@relation 'after changing values-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0-weka.filters.supervised.instance.Resample-B0.0-S1-Z4.0-weka.filters.unsupervised.attribute.Remove-R1-3,5-6,11,14,16,19'

@attribute Gender {Women,Men}
@attribute Season {Winter,All-Season,Summer}
@attribute Payment_Method {Card,UPI,Cash,'Net Banking'}
@attribute Customer_Type {New,Returning}
@attribute Selling_Price {Medium,Low,High}
@attribute Discount_Percentage {Moderate,Large,Small}
@attribute Quantity_Sold {Medium,Low,'Very Low',High}
@attribute Stock_Availability {Medium,High,Low}
@attribute Purchase_Frequency {Moderate,Frequent,Infrequent}
@attribute Store_Rating {Poor,Average,Excellent}
@attribute Markup {Medium,Low,High}
@attribute Sales_Category {'High Sales','Low Sales','Medium Sales'}

@data
Men,All-Season,Cash,Returning,Medium,Small,Low,Medium,Moderate,Poor,Medium,'Medium Sales'
Women,Summer,'Net Banking',Returning,Medium,Large,'Very Low',Low,Moderate,Excellent,Medium,'Medium Sales'
Men,Summer,'Net Banking',Returning,Medium,Small,Low,High,Moderate,Average,Medium,'Medium Sales'
Men,All-Season,'Net Banking',Returning,Medium,Large,High,Medium,Moderate,Average,Medium,'Medium Sales'
Men,Summer,Card,Returning,Medium,Moderate,High,High,Moderate,Excellent,Medium,'Medium Sales'
Men,Summer,Card,New,Medium,Small,High,Medium,Moderate,Excellent,Medium,'Medium Sales'
Women,All-Season,'Net Banking',New,Medium,Small,High,High,Moderate,Poor,Medium,'Medium Sales'
Men,All-Season,UPI,Returning,Medium,Moderate,High,High,Moderate,Average,Medium,'Medium Sales'
Women,Winter,'Net Banking',New,Low,Large,Low,Low,Moderate,Poor,Medium,'Medium Sales'
Women,All-Season,'Net Banking',Returning,Medium,Small,High,Medium,Moderate,Poor,Medium,'Medium Sales'
Women,All-Season,Card,Returning,High,Moderate,'Very Low',Low,Infrequent,Excellent,High,'Medium Sales'
Men,Summer,Card,New,Medium,Small,Medium,Low,Moderate,Poor,Medium,'Medium Sales'
Women,All-Season,UPI,Returning,Medium,Moderate,'Very Low',Medium,Moderate,Average,Medium,'Medium Sales'
Men,Summer,Card,Returning,Medium,Moderate,High,Medium,Moderate,Average,Medium,'Medium Sales'
Men,Winter,'Net Banking',New,Medium,Small,'Very Low',Low,Moderate,Excellent,Medium,'Medium Sales'
Men,All-Season,Card,Returning,Medium,Large,Low,High,Moderate,Average,Medium,'Medium Sales'
Men,All-Season,Card,New,Medium,Large,'Very Low',Medium,Moderate,Average,Medium,'Medium Sales'
Women,Winter,UPI,Returning,Medium,Moderate,High,Medium,Moderate,Excellent,Medium,'Medium Sales'
Men,Summer,Cash,New,High,Large,Low,Low,Moderate,Poor,Medium,'Medium Sales'
Men,Summer,Card,Returning,Medium,Large,Medium,High,Moderate,Average,Medium,'Medium Sales'
Men,All-Season,Cash,New,Medium,Moderate,'Very Low',Low,Moderate,Poor,Low,'Medium Sales'
Men,Winter,Card,Returning,Low,Large,Low,Low,Moderate,Excellent,Low,'Medium Sales'
Women,All-Season,Cash,Returning,Medium,Small,Low,Medium,Moderate,Poor,Medium,'Medium Sales'
Women,All-Season,Cash,Returning,Medium,Large,High,Low,Moderate,Poor,Low,'Medium Sales'
Women,Summer,UPI,New,Medium,Large,High,Low,Moderate,Poor,Medium,'Medium Sales'
Men,All-Season,UPI,New,Medium,Moderate,High,Low,Moderate,Average,Medium,'Medium Sales'
Women,All-Season,UPI,Returning,Medium,Small,High,High,Moderate,Excellent,Medium,'Medium Sales'
Women,Summer,Card,Returning,Medium,Moderate,Medium,Low,Moderate,Excellent,Medium,'Medium Sales'
Men,Winter,'Net Banking',New,Low,Large,High,Low,Moderate,Average,Low,'Medium Sales'
Men,Summer,'Net Banking',Returning,Medium,Small,Medium,Medium,Moderate,Excellent,Medium,'Medium Sales'
Men,Summer,Cash,Returning,Medium,Large,Medium,Medium,Moderate,Poor,Medium,'Medium Sales'
Women,Summer,Card,New,Medium,Small,Medium,High,Moderate,Poor,Medium,'Medium Sales'
Women,Winter,Card,New,Medium,Moderate,Medium,High,Moderate,Excellent,Medium,'Medium Sales'
Women,Summer,Cash,Returning,Medium,Large,Medium,Low,Moderate,Excellent,Medium,'Medium Sales'
Women,Summer,UPI,Returning,Medium,Moderate,'Very Low',Low,Infrequent,Excellent,Medium,'Medium Sales'
Men,All-Season,UPI,Returning,Medium,Moderate,Low,Medium,Moderate,Average,Medium,'Medium Sales'
Women,Winter,'Net Banking',New,Medium,Large,'Very Low',Medium,Moderate,Average,Medium,'Medium Sales'
Men,All-Season,Cash,New,Medium,Moderate,Medium,High,Moderate,Poor,Low,'Medium Sales'
Men,Summer,'Net Banking',Returning,Medium,Moderate,Medium,Low,Moderate,Poor,Medium,'Medium Sales'
Men,Winter,'Net Banking',Returning,High,Large,Low,Medium,Moderate,Poor,Medium,'Medium Sales'
Men,All-Season,'Net Banking',New,Medium,Small,Medium,Medium,Moderate,Excellent,Medium,'Medium Sales'
Men,Winter,UPI,Returning,Medium,Small,Low,Low,Moderate,Poor,Medium,'Medium Sales'
Men,Winter,Card,Returning,Medium,Small,Low,High,Moderate,Poor,Medium,'Medium Sales'
Women,Winter,'Net Banking',Returning,High,Large,High,High,Moderate,Average,High,'Medium Sales'
Women,Summer,'Net Banking',New,Medium,Large,Low,Low,Moderate,Average,Low,'Medium Sales'
Men,All-Season,Card,New,Low,Moderate,Low,Low,Moderate,Poor,Medium,'Medium Sales'
Women,Summer,Card,New,Medium,Small,'Very Low',Medium,Moderate,Average,Medium,'Medium Sales'
Men,All-Season,'Net Banking',Returning,Medium,Large,'Very Low',Medium,Moderate,Excellent,Medium,'Medium Sales'
Women,Winter,Cash,New,Medium,Small,Low,Low,Moderate,Average,Medium,'Medium Sales'
Women,All-Season,UPI,New,Medium,Small,High,High,Moderate,Excellent,Low,'Medium Sales'
Men,Winter,Card,New,Medium,Small,Low,Low,Moderate,Excellent,Medium,'Medium Sales'
Men,All-Season,Cash,Returning,Medium,Large,Medium,Low,Moderate,Poor,Medium,'Medium Sales'
Men,All-Season,'Net Banking',Returning,Medium,Large,'Very Low',Low,Moderate,Average,High,'Medium Sales'
Women,Summer,Card,New,Medium,Small,'Very Low',High,Moderate,Average,Medium,'Medium Sales'
Women,Summer,Card,New,Medium,Moderate,Medium,Medium,Frequent,Excellent,Medium,'Medium Sales'
Women,Winter,UPI,Returning,Medium,Small,Medium,High,Infrequent,Average,Medium,'Medium Sales'
Men,Winter,Cash,Returning,Medium,Moderate,Low,Medium,Moderate,Average,Medium,'Medium Sales'
Women,Winter,Card,New,Medium,Large,Low,Medium,Moderate,Average,Medium,'Medium Sales'
Men,Summer,Cash,New,High,Large,Medium,High,Moderate,Poor,Medium,'Medium Sales'
Men,Winter,'Net Banking',New,Medium,Large,High,Low,Moderate,Excellent,Low,'Medium Sales'
Women,All-Season,'Net Banking',New,Medium,Small,'Very Low',Medium,Moderate,Excellent,Medium,'Medium Sales'
Men,Summer,Card,Returning,Medium,Moderate,'Very Low',Low,Infrequent,Average,Medium,'Medium Sales'
Women,Winter,Cash,New,Medium,Large,'Very Low',High,Moderate,Average,Medium,'Medium Sales'
Men,All-Season,'Net Banking',Returning,Medium,Large,Medium,Low,Moderate,Excellent,Low,'Medium Sales'
Women,Summer,Cash,New,Medium,Small,High,Low,Moderate,Excellent,Medium,'Medium Sales'
Women,Winter,Cash,New,Medium,Moderate,'Very Low',Medium,Moderate,Average,Medium,'Medium Sales'
Women,Summer,Cash,Returning,Medium,Large,Medium,Medium,Frequent,Excellent,Medium,'Medium Sales'
Men,Winter,UPI,Returning,Medium,Moderate,Low,High,Moderate,Average,Medium,'Medium Sales'
Women,Summer,Cash,Returning,Medium,Small,Low,Medium,Moderate,Excellent,Medium,'Medium Sales'
Women,Winter,'Net Banking',New,Medium,Large,'Very Low',Low,Moderate,Excellent,Medium,'Medium Sales'
Men,Summer,Cash,New,Medium,Moderate,High,Medium,Moderate,Average,Medium,'Medium Sales'
Men,All-Season,UPI,New,Medium,Large,High,Low,Moderate,Average,Medium,'Medium Sales'
Women,Winter,UPI,New,Low,Moderate,'Very Low',High,Moderate,Poor,Low,'Medium Sales'
Men,Summer,UPI,New,Medium,Large,Low,High,Moderate,Average,Medium,'Medium Sales'
Women,Winter,Card,New,Medium,Moderate,High,High,Infrequent,Excellent,Medium,'Medium Sales'
Men,All-Season,Cash,New,Medium,Large,Low,High,Moderate,Average,Medium,'Medium Sales'
Women,Summer,'Net Banking',Returning,Medium,Small,'Very Low',Medium,Moderate,Excellent,Medium,'Medium Sales'
Women,Winter,Cash,Returning,Medium,Moderate,Medium,Low,Moderate,Poor,Low,'Medium Sales'
Women,All-Season,UPI,Returning,Medium,Small,Medium,High,Moderate,Poor,Medium,'Medium Sales'
Women,Winter,Card,New,Medium,Large,High,Medium,Moderate,Poor,Medium,'Medium Sales'
Women,Summer,Cash,Returning,Medium,Moderate,Low,Low,Moderate,Excellent,High,'Medium Sales'
Women,Winter,Card,New,Medium,Large,Medium,High,Moderate,Average,Medium,'Medium Sales'
Men,All-Season,'Net Banking',Returning,Medium,Large,'Very Low',Low,Moderate,Excellent,Medium,'Medium Sales'
Women,Summer,'Net Banking',Returning,Medium,Large,Low,Low,Moderate,Average,Medium,'Medium Sales'
Men,Winter,UPI,Returning,Medium,Moderate,'Very Low',Low,Moderate,Excellent,Medium,'Medium Sales'
Men,Summer,Card,Returning,Medium,Small,'Very Low',Medium,Moderate,Poor,Medium,'Medium Sales'
Men,All-Season,Cash,Returning,Medium,Small,'Very Low',Low,Moderate,Excellent,Medium,'Medium Sales'
Women,Winter,Card,Returning,High,Moderate,Medium,Medium,Infrequent,Average,Medium,'Medium Sales'
Men,Summer,Card,New,Medium,Large,'Very Low',Medium,Moderate,Excellent,Medium,'Medium Sales'
Women,All-Season,Cash,Returning,Medium,Small,'Very Low',High,Infrequent,Average,Medium,'Medium Sales'
Men,Winter,Card,Returning,Medium,Small,'Very Low',Medium,Infrequent,Poor,Medium,'Medium Sales'
Men,Winter,Cash,Returning,Low,Large,'Very Low',High,Moderate,Poor,Medium,'Medium Sales'
Women,Winter,UPI,Returning,Medium,Large,Medium,Medium,Moderate,Average,Medium,'Medium Sales'
Women,All-Season,Card,New,Low,Large,Medium,High,Moderate,Poor,Low,'Medium Sales'
Women,Summer,Card,Returning,High,Small,Medium,Low,Moderate,Excellent,Medium,'Medium Sales'
Men,All-Season,Cash,Returning,Medium,Small,'Very Low',Low,Moderate,Excellent,Medium,'Medium Sales'
Women,Summer,Cash,Returning,Low,Moderate,Low,Medium,Moderate,Average,Low,'Medium Sales'
Men,Winter,UPI,New,Medium,Moderate,Medium,Medium,Moderate,Average,Medium,'Medium Sales'
Men,Winter,'Net Banking',New,High,Moderate,Medium,Low,Moderate,Excellent,High,'Medium Sales'
Women,Summer,Cash,Returning,Medium,Moderate,'Very Low',High,Moderate,Excellent,Medium,'Medium Sales'
Women,Winter,'Net Banking',Returning,Medium,Large,'Very Low',High,Moderate,Average,Medium,'Medium Sales'
Women,Summer,Cash,Returning,Medium,Large,'Very Low',High,Moderate,Poor,Medium,'Medium Sales'
Men,All-Season,UPI,New,Medium,Large,'Very Low',High,Infrequent,Average,Low,'Medium Sales'
Men,Summer,Cash,Returning,Medium,Large,High,Medium,Moderate,Excellent,Medium,'Medium Sales'
Men,Winter,Card,Returning,Medium,Large,Low,Low,Moderate,Poor,Medium,'Medium Sales'
Men,Winter,UPI,Returning,Low,Small,Low,Low,Moderate,Average,Low,'Medium Sales'
Men,Summer,'Net Banking',New,Medium,Small,Medium,High,Moderate,Excellent,Medium,'Medium Sales'
Men,Winter,Card,Returning,Medium,Small,Low,High,Infrequent,Poor,Low,'Medium Sales'
Men,Summer,Card,Returning,Medium,Large,Medium,Medium,Frequent,Average,Medium,'Medium Sales'
Men,All-Season,Card,Returning,Medium,Small,High,High,Moderate,Average,Medium,'Medium Sales'
Women,All-Season,'Net Banking',New,Medium,Large,'Very Low',Medium,Moderate,Poor,Medium,'Medium Sales'
Women,Winter,'Net Banking',Returning,Medium,Moderate,'Very Low',Medium,Moderate,Poor,Medium,'Medium Sales'
Men,Summer,Card,New,Medium,Moderate,'Very Low',Low,Moderate,Average,Medium,'Medium Sales'
Men,Summer,Cash,New,High,Large,High,Medium,Moderate,Average,Medium,'Medium Sales'
Men,All-Season,UPI,Returning,Medium,Large,'Very Low',High,Moderate,Poor,Medium,'Medium Sales'
Women,Summer,'Net Banking',New,Medium,Small,High,High,Moderate,Average,Medium,'Medium Sales'
Men,Winter,'Net Banking',New,Medium,Moderate,High,High,Moderate,Excellent,Medium,'Medium Sales'
Men,Summer,Cash,New,Medium,Large,Low,Low,Infrequent,Average,Medium,'Medium Sales'
Women,Winter,'Net Banking',New,Medium,Small,Medium,Medium,Infrequent,Poor,Medium,'Medium Sales'
Women,All-Season,UPI,Returning,Medium,Moderate,Low,High,Moderate,Poor,Medium,'Medium Sales'
Women,Winter,Card,New,Low,Moderate,'Very Low',Medium,Moderate,Excellent,Medium,'Medium Sales'
Women,Winter,'Net Banking',New,Medium,Moderate,High,High,Moderate,Excellent,Medium,'Medium Sales'
Men,Summer,UPI,Returning,Medium,Small,High,Low,Moderate,Poor,Medium,'Medium Sales'
Women,Winter,Card,Returning,Medium,Small,'Very Low',High,Moderate,Excellent,Medium,'Medium Sales'
Women,Winter,UPI,Returning,Medium,Moderate,Low,Low,Moderate,Poor,Medium,'Medium Sales'
Men,Winter,UPI,New,Medium,Moderate,High,Medium,Moderate,Average,Medium,'Medium Sales'
Men,Summer,Cash,Returning,Medium,Small,High,High,Moderate,Average,Medium,'Medium Sales'
Men,Summer,'Net Banking',New,Medium,Small,'Very Low',Medium,Moderate,Average,Medium,'Medium Sales'
Women,Summer,Card,Returning,Medium,Small,Medium,Low,Moderate,Poor,Medium,'Medium Sales'
Women,Summer,Cash,New,Medium,Moderate,Medium,Medium,Moderate,Average,Low,'Medium Sales'
Men,All-Season,Card,New,Medium,Moderate,'Very Low',High,Moderate,Excellent,Medium,'Medium Sales'
Men,Winter,UPI,New,Medium,Moderate,'Very Low',Low,Moderate,Average,Medium,'Medium Sales'
Men,Winter,Cash,Returning,Medium,Large,High,Medium,Moderate,Excellent,Low,'Medium Sales'
Men,Winter,Cash,Returning,Medium,Small,High,Low,Infrequent,Average,Medium,'Medium Sales'
Men,Summer,Card,New,Medium,Moderate,High,Low,Moderate,Average,Medium,'Medium Sales'
Women,Winter,Card,Returning,High,Small,Low,Medium,Moderate,Poor,High,'Medium Sales'
Women,All-Season,'Net Banking',New,Medium,Large,'Very Low',Low,Moderate,Excellent,Medium,'Medium Sales'
Women,All-Season,'Net Banking',New,Medium,Large,'Very Low',Low,Moderate,Excellent,Medium,'Medium Sales'
Men,Winter,UPI,New,Medium,Large,Low,High,Moderate,Excellent,Medium,'Medium Sales'
Men,Winter,'Net Banking',New,Medium,Large,'Very Low',High,Moderate,Average,Medium,'Medium Sales'
Women,All-Season,Card,New,Medium,Small,'Very Low',Low,Infrequent,Excellent,Medium,'Medium Sales'
Men,All-Season,UPI,Returning,Medium,Large,'Very Low',Low,Moderate,Average,Medium,'Medium Sales'
Women,All-Season,'Net Banking',Returning,Medium,Moderate,'Very Low',High,Infrequent,Average,Medium,'Medium Sales'
Women,All-Season,Card,Returning,Medium,Large,Low,Medium,Moderate,Average,Medium,'Medium Sales'
Men,All-Season,Card,Returning,Medium,Moderate,Medium,Medium,Moderate,Excellent,Medium,'Medium Sales'
Men,All-Season,Cash,Returning,Medium,Small,Medium,High,Moderate,Average,Medium,'Medium Sales'
Women,Winter,Card,Returning,Medium,Large,High,Medium,Moderate,Excellent,Low,'Medium Sales'
Women,Summer,UPI,Returning,High,Small,'Very Low',Low,Moderate,Poor,High,'Medium Sales'
Men,Summer,'Net Banking',New,Medium,Small,Low,Medium,Moderate,Excellent,Medium,'Medium Sales'
Women,All-Season,Card,New,Medium,Large,High,Low,Moderate,Excellent,Medium,'Medium Sales'
Women,All-Season,'Net Banking',Returning,Medium,Moderate,Low,Medium,Moderate,Poor,Medium,'Medium Sales'
Men,Summer,Card,Returning,Medium,Small,Medium,High,Moderate,Average,Medium,'Medium Sales'
Women,Winter,UPI,Returning,Medium,Small,Medium,High,Moderate,Poor,Medium,'Medium Sales'
Men,All-Season,UPI,New,Medium,Large,Medium,Medium,Moderate,Poor,Medium,'Medium Sales'
Women,Winter,UPI,New,Medium,Moderate,Low,Low,Moderate,Excellent,Medium,'Medium Sales'
Women,Winter,'Net Banking',New,Medium,Small,'Very Low',High,Moderate,Average,Medium,'Medium Sales'
Men,Winter,'Net Banking',New,Medium,Moderate,High,Medium,Moderate,Poor,Medium,'Medium Sales'
Women,Summer,'Net Banking',New,Medium,Small,Low,High,Moderate,Poor,Medium,'Medium Sales'
Women,Summer,Card,New,Medium,Large,'Very Low',Medium,Moderate,Excellent,Medium,'Medium Sales'
Men,All-Season,Card,New,Medium,Moderate,Medium,Medium,Moderate,Excellent,Medium,'Medium Sales'
Men,Winter,'Net Banking',New,Medium,Small,High,Medium,Moderate,Average,Medium,'Medium Sales'
Men,Summer,'Net Banking',New,Medium,Moderate,Medium,High,Moderate,Average,Medium,'Medium Sales'
Women,Winter,Card,Returning,Medium,Moderate,Medium,Low,Moderate,Average,Medium,'Medium Sales'
Women,Summer,Card,New,Medium,Moderate,'Very Low',Low,Moderate,Excellent,Medium,'Medium Sales'
Men,Winter,Cash,Returning,Medium,Large,High,High,Moderate,Average,Medium,'Medium Sales'
Women,All-Season,'Net Banking',Returning,Medium,Large,Medium,Medium,Moderate,Excellent,Medium,'Medium Sales'
Men,Winter,'Net Banking',Returning,Medium,Moderate,Medium,Low,Moderate,Average,Medium,'Medium Sales'
Men,All-Season,Cash,Returning,Medium,Large,Medium,Low,Infrequent,Poor,High,'Medium Sales'
Women,Summer,UPI,New,Medium,Moderate,'Very Low',High,Moderate,Excellent,Medium,'Medium Sales'
Women,Winter,UPI,New,Medium,Moderate,'Very Low',Low,Moderate,Poor,Medium,'Medium Sales'
Men,Summer,UPI,Returning,High,Moderate,High,Low,Frequent,Average,Medium,'Medium Sales'
Women,Winter,Card,New,Medium,Large,Medium,Medium,Moderate,Excellent,Medium,'Medium Sales'
Women,All-Season,Cash,Returning,Medium,Moderate,'Very Low',Medium,Moderate,Poor,Medium,'Medium Sales'
Women,Winter,Cash,New,Medium,Moderate,Medium,Low,Moderate,Average,Medium,'Medium Sales'
Women,Winter,Cash,New,Medium,Small,Medium,High,Moderate,Poor,Medium,'Medium Sales'
Men,Summer,UPI,Returning,Medium,Small,Medium,Low,Infrequent,Excellent,Medium,'Medium Sales'
Men,Winter,Cash,New,High,Large,Low,Medium,Moderate,Average,Medium,'Medium Sales'
Women,Winter,UPI,New,Medium,Large,High,Medium,Moderate,Excellent,Medium,'Medium Sales'
Men,All-Season,UPI,New,Medium,Small,Low,Medium,Moderate,Excellent,Medium,'Medium Sales'
Women,Winter,Card,New,Medium,Moderate,'Very Low',Low,Moderate,Poor,Medium,'Medium Sales'
Women,All-Season,Cash,Returning,Medium,Large,Low,High,Moderate,Poor,Medium,'Medium Sales'
Women,Summer,UPI,Returning,Low,Large,Low,Low,Frequent,Excellent,Medium,'Medium Sales'
Women,All-Season,Cash,Returning,Medium,Moderate,Medium,High,Moderate,Excellent,Medium,'Medium Sales'
Men,All-Season,UPI,New,Medium,Small,'Very Low',High,Moderate,Poor,Medium,'Medium Sales'
Women,Winter,Card,Returning,Medium,Moderate,Medium,Low,Moderate,Average,Medium,'Medium Sales'
Women,All-Season,UPI,New,High,Moderate,Medium,Medium,Moderate,Poor,Medium,'Medium Sales'
Women,All-Season,UPI,New,Medium,Moderate,'Very Low',Medium,Moderate,Poor,Medium,'Medium Sales'
Men,Summer,Cash,New,Medium,Small,'Very Low',Medium,Moderate,Excellent,Low,'Medium Sales'
Men,Summer,UPI,Returning,Medium,Moderate,High,High,Moderate,Poor,Medium,'Medium Sales'
Men,All-Season,'Net Banking',Returning,Medium,Small,Low,High,Moderate,Poor,Medium,'Medium Sales'
Men,Winter,'Net Banking',New,Medium,Small,Medium,Low,Moderate,Average,Medium,'Medium Sales'
Men,Winter,UPI,New,Medium,Moderate,Medium,Medium,Moderate,Excellent,Low,'Medium Sales'
Men,Summer,UPI,Returning,Medium,Large,High,High,Moderate,Poor,Medium,'Medium Sales'
Men,Summer,Card,Returning,Medium,Moderate,Medium,Low,Moderate,Poor,Medium,'Medium Sales'
Women,Summer,UPI,New,Medium,Large,Low,High,Infrequent,Poor,Medium,'Medium Sales'
Men,Winter,Cash,New,Medium,Small,Medium,Medium,Moderate,Excellent,Medium,'Medium Sales'
Women,All-Season,'Net Banking',New,Low,Moderate,High,Medium,Infrequent,Excellent,Low,'Medium Sales'
Women,Winter,Card,Returning,Medium,Large,Low,Medium,Moderate,Average,Medium,'Medium Sales'
Men,All-Season,'Net Banking',New,Medium,Large,High,Medium,Moderate,Excellent,Medium,'Medium Sales'
Men,Winter,Card,Returning,Medium,Small,High,Low,Moderate,Poor,Medium,'Medium Sales'
Men,All-Season,Card,Returning,High,Moderate,'Very Low',Medium,Infrequent,Poor,Medium,'Medium Sales'
Women,Summer,Card,New,Medium,Moderate,'Very Low',Medium,Infrequent,Average,Medium,'Medium Sales'
Women,All-Season,UPI,New,Medium,Small,Low,Medium,Moderate,Average,Medium,'Medium Sales'
Women,Winter,UPI,New,Medium,Small,Low,Low,Frequent,Average,Medium,'Medium Sales'
Women,Summer,Cash,New,Low,Moderate,High,Medium,Moderate,Excellent,Medium,'Medium Sales'
Women,Summer,UPI,New,Medium,Moderate,Low,High,Moderate,Poor,Medium,'Medium Sales'
Men,All-Season,Card,New,Medium,Moderate,Low,High,Moderate,Poor,Medium,'Medium Sales'
Men,Winter,'Net Banking',Returning,Medium,Moderate,High,High,Moderate,Poor,Medium,'Medium Sales'
Women,Summer,'Net Banking',Returning,Medium,Small,High,Low,Moderate,Average,Medium,'Medium Sales'
Women,All-Season,Card,New,Medium,Small,'Very Low',High,Infrequent,Average,Medium,'Medium Sales'
Men,All-Season,Card,New,Low,Small,High,High,Moderate,Average,Medium,'Medium Sales'
Women,Summer,'Net Banking',New,Medium,Small,Low,High,Moderate,Poor,Medium,'Medium Sales'
Women,All-Season,Cash,New,Medium,Large,High,Medium,Moderate,Average,Medium,'Medium Sales'
Women,Winter,Cash,New,High,Small,'Very Low',Medium,Moderate,Excellent,Medium,'Medium Sales'
Women,Winter,Cash,Returning,Medium,Large,Medium,Medium,Moderate,Excellent,Medium,'Medium Sales'
Men,Winter,'Net Banking',New,Low,Moderate,Medium,Low,Moderate,Excellent,Low,'Medium Sales'
Men,Summer,'Net Banking',Returning,Medium,Small,High,Low,Moderate,Excellent,Medium,'Medium Sales'
Men,All-Season,Card,New,Medium,Large,Low,High,Moderate,Average,Medium,'Medium Sales'
Women,Winter,'Net Banking',New,Medium,Large,Medium,Medium,Moderate,Average,Medium,'Medium Sales'
Women,Winter,Cash,Returning,Medium,Moderate,Low,High,Moderate,Excellent,Low,'Medium Sales'
Women,Summer,Card,Returning,Medium,Large,'Very Low',High,Moderate,Poor,Medium,'Medium Sales'
Men,Summer,Card,New,Medium,Large,High,High,Moderate,Poor,Medium,'Medium Sales'
Men,Winter,Cash,Returning,Medium,Moderate,High,Low,Moderate,Poor,Low,'Medium Sales'
Women,All-Season,'Net Banking',New,Medium,Moderate,'Very Low',Medium,Moderate,Average,Medium,'Medium Sales'
Women,Summer,'Net Banking',New,Medium,Moderate,High,Low,Moderate,Excellent,Medium,'Medium Sales'
Men,All-Season,Card,New,Medium,Large,Medium,Medium,Frequent,Excellent,Medium,'Medium Sales'
Women,Summer,'Net Banking',New,Medium,Small,Low,Medium,Infrequent,Poor,Medium,'Medium Sales'
Men,Summer,'Net Banking',New,Medium,Moderate,Medium,High,Moderate,Average,Medium,'Medium Sales'
Men,All-Season,Cash,Returning,Medium,Moderate,'Very Low',High,Moderate,Excellent,Medium,'Medium Sales'
Men,Summer,Card,New,Medium,Small,'Very Low',Medium,Moderate,Excellent,Medium,'Medium Sales'
Women,All-Season,'Net Banking',Returning,Medium,Moderate,Low,Medium,Moderate,Poor,Medium,'Medium Sales'
Men,Summer,'Net Banking',New,Medium,Small,Low,Low,Moderate,Poor,Medium,'Medium Sales'
Women,All-Season,Cash,Returning,Medium,Large,'Very Low',Low,Moderate,Poor,Medium,'Medium Sales'
Men,Winter,Cash,New,Medium,Large,'Very Low',Low,Moderate,Excellent,Medium,'Medium Sales'
Men,Summer,Card,New,Medium,Moderate,High,Medium,Moderate,Average,Medium,'Medium Sales'
Men,Winter,Card,New,Medium,Large,Low,Medium,Moderate,Excellent,Medium,'Medium Sales'
Men,All-Season,UPI,Returning,Medium,Moderate,'Very Low',High,Moderate,Average,Medium,'Medium Sales'
Women,Summer,Cash,Returning,Medium,Large,High,High,Moderate,Average,Medium,'Medium Sales'
Women,Winter,UPI,New,High,Large,'Very Low',Low,Moderate,Poor,Medium,'Medium Sales'
Men,Summer,Card,Returning,High,Large,High,Medium,Infrequent,Poor,High,'Medium Sales'
Men,Winter,'Net Banking',New,Medium,Small,'Very Low',Low,Moderate,Average,Medium,'Medium Sales'
Men,Winter,Card,Returning,Medium,Moderate,Low,High,Moderate,Average,Medium,'Medium Sales'
Men,Winter,Cash,New,Medium,Moderate,Medium,Low,Moderate,Excellent,Medium,'Medium Sales'
Women,All-Season,Card,New,Medium,Moderate,'Very Low',Low,Moderate,Average,Medium,'Medium Sales'
Men,Winter,Card,Returning,Medium,Small,Low,High,Moderate,Poor,Medium,'Medium Sales'
Women,All-Season,Cash,New,Medium,Moderate,'Very Low',High,Moderate,Average,Medium,'Medium Sales'
Women,Winter,UPI,Returning,Medium,Large,Medium,Medium,Moderate,Poor,Medium,'Medium Sales'
Women,Summer,Card,New,Medium,Large,High,High,Moderate,Poor,Medium,'Medium Sales'
Men,Summer,UPI,Returning,Low,Small,Medium,Medium,Moderate,Excellent,Low,'Medium Sales'
Women,All-Season,'Net Banking',Returning,Medium,Large,'Very Low',Low,Moderate,Poor,Medium,'Medium Sales'
Men,All-Season,'Net Banking',Returning,Medium,Small,Medium,Low,Moderate,Poor,Medium,'Medium Sales'
Men,All-Season,Card,Returning,Medium,Small,High,High,Moderate,Excellent,Medium,'Medium Sales'
Women,All-Season,'Net Banking',Returning,Medium,Moderate,Medium,Medium,Infrequent,Poor,Medium,'Medium Sales'
Women,All-Season,'Net Banking',New,Low,Large,Low,Low,Moderate,Excellent,Low,'Medium Sales'
Men,Summer,Cash,Returning,High,Moderate,Low,Medium,Infrequent,Average,High,'Medium Sales'
Women,Winter,UPI,New,Medium,Small,Low,Low,Infrequent,Average,Medium,'Medium Sales'
Women,Summer,Card,New,Medium,Small,Low,High,Moderate,Average,Medium,'Medium Sales'
Men,All-Season,'Net Banking',Returning,Medium,Large,'Very Low',Low,Moderate,Poor,Medium,'Medium Sales'
Women,Summer,Card,New,Medium,Large,'Very Low',Medium,Moderate,Average,Medium,'Medium Sales'
Women,Summer,'Net Banking',Returning,Medium,Small,'Very Low',High,Moderate,Excellent,Medium,'Medium Sales'
Women,All-Season,'Net Banking',New,Medium,Moderate,High,Medium,Moderate,Excellent,Medium,'Medium Sales'
Women,All-Season,Cash,New,Medium,Large,'Very Low',Medium,Moderate,Average,Medium,'Medium Sales'
Women,Winter,Card,Returning,Medium,Small,'Very Low',Medium,Moderate,Average,Medium,'Medium Sales'
Women,Winter,'Net Banking',New,Medium,Small,Low,Medium,Frequent,Excellent,Medium,'Medium Sales'
Men,All-Season,'Net Banking',New,Medium,Large,Low,Medium,Moderate,Poor,Low,'Medium Sales'
