@relation 'after changing values-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0-weka.filters.supervised.instance.Resample-B0.0-S1-Z4.0-weka.filters.unsupervised.attribute.Remove-R4,8-10,12-13,17-18,20'

@attribute Product_Category {'Traditional Wear',Outerwear,Athleisure,Bottoms,Tops}
@attribute Brand {'Forever 21',Wrangler,Uniqlo,Reebok,Gucci,'Louis Vuitton','Calvin Klein',Zara,Diesel,Versace,Levi’s,Balenciaga,Puma,'Under Armour',Adidas,'Ralph Lauren',GAP,Nike,'Tommy Hilfiger',H&M}
@attribute Product_Name {Tops,Hoodie,Trousers,Skirt,T-Shirt,Leggings,Shorts,'Polo Shirt',Palazzo,Dress,Jeans,Saree,'Casual Shirt',Sweatshirt,'Formal Shirt',Jacket,Jumpsuit,Kurta,'Track Pants',Blazer}
@attribute Size {S,M,XXL,XL,L}
@attribute Color {White,Purple,Orange,Pink,Green,Blue,Black,Red,Yellow}
@attribute Season {Winter,All-Season,Summer}
@attribute Cost_Price {Medium,Low,High}
@attribute Total_Sales {Medium,High,'Very High',Low}
@attribute Stock_Availability {Medium,High,Low}
@attribute Customer_Age {Elder,Senior,Adult,Teen}
@attribute Return_Rate {High,Low,Medium}
@attribute Sales_Category {'High Sales','Low Sales','Medium Sales'}

@data
Athleisure,Adidas,Sweatshirt,M,Red,Summer,Medium,High,Low,Teen,High,'Medium Sales'
Bottoms,'Forever 21',Saree,L,Yellow,All-Season,Medium,High,Low,Adult,High,'Medium Sales'
'Traditional Wear',Reebok,Skirt,M,Orange,All-Season,Medium,High,Medium,Senior,High,'Medium Sales'
'Traditional Wear',Gucci,'Track Pants',L,Orange,All-Season,Medium,Medium,Low,Teen,Medium,'Medium Sales'
Outerwear,Uniqlo,'Casual Shirt',XL,Red,All-Season,Medium,High,High,Adult,Medium,'Medium Sales'
Tops,Adidas,Hoodie,XL,Pink,All-Season,Medium,High,Medium,Adult,Medium,'Medium Sales'
Tops,'Under Armour',Jumpsuit,S,Yellow,All-Season,Medium,High,Low,Senior,Low,'Medium Sales'
Tops,Zara,'Casual Shirt',XL,Green,All-Season,Low,High,Low,Senior,High,'Medium Sales'
Bottoms,Puma,Blazer,XL,Blue,Winter,Medium,Medium,Low,Elder,Low,'Medium Sales'
'Traditional Wear',GAP,Shorts,S,Green,All-Season,Medium,Medium,High,Teen,Low,'Medium Sales'
Outerwear,'Under Armour',Kurta,S,Pink,Summer,Medium,Medium,High,Adult,Low,'Medium Sales'
Tops,'Tommy Hilfiger',Kurta,XXL,Blue,Summer,Medium,Medium,High,Elder,High,'Medium Sales'
Bottoms,Adidas,Saree,S,Orange,All-Season,Low,Medium,High,Teen,High,'Medium Sales'
Outerwear,Balenciaga,Jacket,XL,Orange,Winter,Medium,Medium,Low,Senior,High,'Medium Sales'
Tops,Diesel,Trousers,XXL,Pink,Summer,Medium,Medium,High,Adult,High,'Medium Sales'
'Traditional Wear',Balenciaga,Skirt,S,Red,Summer,Medium,High,Low,Senior,Medium,'Medium Sales'
Bottoms,Uniqlo,Kurta,M,Red,All-Season,Medium,Medium,Low,Senior,Medium,'Medium Sales'
Tops,'Tommy Hilfiger',Sweatshirt,S,Green,All-Season,Medium,Medium,Low,Elder,Medium,'Medium Sales'
'Traditional Wear','Under Armour','Formal Shirt',M,Purple,All-Season,Medium,High,Medium,Teen,Medium,'Medium Sales'
Bottoms,Wrangler,Jumpsuit,M,Yellow,Summer,Medium,Medium,Medium,Senior,Medium,'Medium Sales'
Bottoms,Nike,Leggings,M,Black,Summer,Medium,High,Low,Adult,High,'Medium Sales'
Outerwear,Versace,Shorts,XL,Pink,Summer,Medium,High,Medium,Teen,Medium,'Medium Sales'
'Traditional Wear',Zara,Jumpsuit,XXL,Black,Summer,Medium,Medium,High,Senior,High,'Medium Sales'
Athleisure,GAP,Tops,S,Yellow,Winter,Medium,High,Medium,Elder,Low,'Medium Sales'
'Traditional Wear',Uniqlo,'Polo Shirt',XXL,Purple,Summer,Medium,Medium,Medium,Senior,Medium,'Medium Sales'
Bottoms,'Ralph Lauren',Jumpsuit,L,Green,Summer,Medium,'Very High',Medium,Teen,Low,'Medium Sales'
Outerwear,Adidas,Skirt,XL,White,Winter,Medium,High,Low,Elder,Medium,'Medium Sales'
'Traditional Wear',Puma,Hoodie,XXL,Pink,Summer,Medium,High,Medium,Teen,High,'Medium Sales'
Tops,Balenciaga,Blazer,L,Purple,Summer,Medium,Medium,Medium,Teen,High,'Medium Sales'
Athleisure,'Calvin Klein',Trousers,M,White,All-Season,Medium,Medium,High,Adult,Low,'Medium Sales'
Athleisure,Gucci,Saree,XL,Pink,All-Season,Medium,High,High,Senior,High,'Medium Sales'
Bottoms,H&M,T-Shirt,XXL,Green,Summer,Medium,Medium,High,Elder,Low,'Medium Sales'
Bottoms,Puma,Shorts,S,Black,Summer,High,Medium,High,Adult,Medium,'Medium Sales'
'Traditional Wear',Uniqlo,Hoodie,L,Yellow,Summer,Medium,High,High,Adult,Low,'Medium Sales'
Athleisure,'Ralph Lauren',Saree,XL,Orange,Summer,Medium,High,High,Elder,High,'Medium Sales'
Tops,Uniqlo,Tops,S,Red,All-Season,Medium,Medium,Medium,Teen,Low,'Medium Sales'
Outerwear,Uniqlo,Saree,L,Black,All-Season,Medium,High,Low,Elder,Low,'Medium Sales'
Athleisure,'Under Armour',T-Shirt,M,Red,All-Season,Medium,Medium,Low,Teen,High,'Medium Sales'
'Traditional Wear',Diesel,Shorts,M,White,Winter,Medium,Low,High,Senior,Medium,'Medium Sales'
Bottoms,Puma,Jeans,S,Blue,Winter,Medium,Medium,Medium,Adult,High,'Medium Sales'
Outerwear,'Ralph Lauren',Kurta,S,White,Winter,Medium,High,High,Senior,Medium,'Medium Sales'
Athleisure,Reebok,'Casual Shirt',L,Blue,Winter,Medium,Medium,Medium,Teen,Medium,'Medium Sales'
Tops,Zara,'Track Pants',L,Green,All-Season,Medium,Medium,Low,Adult,High,'Medium Sales'
Outerwear,Diesel,Sweatshirt,S,White,Summer,Medium,Medium,Medium,Elder,Medium,'Medium Sales'
'Traditional Wear','Forever 21',Kurta,L,Yellow,Winter,Low,High,Low,Senior,Medium,'Medium Sales'
Athleisure,Uniqlo,'Polo Shirt',XL,Purple,Winter,High,High,Medium,Senior,Low,'Medium Sales'
Athleisure,Uniqlo,Sweatshirt,S,Blue,Summer,Medium,Medium,Low,Teen,Low,'Medium Sales'
Bottoms,'Ralph Lauren','Casual Shirt',S,Orange,Summer,Medium,High,Low,Senior,High,'Medium Sales'
Bottoms,Reebok,Skirt,XL,Black,All-Season,Medium,High,Low,Elder,Low,'Medium Sales'
Tops,Gucci,T-Shirt,S,Purple,Winter,Medium,High,Medium,Senior,High,'Medium Sales'
Tops,Reebok,Jeans,S,Orange,All-Season,Medium,Medium,Low,Adult,High,'Medium Sales'
Tops,'Under Armour',T-Shirt,XXL,Blue,All-Season,Medium,High,Medium,Teen,Medium,'Medium Sales'
'Traditional Wear','Under Armour',T-Shirt,L,Purple,Summer,Medium,Medium,Medium,Teen,Medium,'Medium Sales'
Tops,Nike,'Polo Shirt',XL,White,All-Season,Medium,Medium,Low,Adult,Low,'Medium Sales'
Bottoms,Adidas,Dress,L,Orange,All-Season,Medium,High,Low,Elder,Medium,'Medium Sales'
Outerwear,Uniqlo,'Track Pants',S,Red,All-Season,Medium,Medium,High,Teen,High,'Medium Sales'
Athleisure,GAP,Hoodie,S,Purple,All-Season,Medium,Medium,Medium,Teen,Medium,'Medium Sales'
Athleisure,Adidas,'Polo Shirt',M,Black,Summer,Low,High,Medium,Adult,High,'Medium Sales'
Tops,'Tommy Hilfiger',Palazzo,L,White,All-Season,Medium,High,Low,Adult,High,'Medium Sales'
Bottoms,'Louis Vuitton',Dress,XL,Blue,All-Season,Medium,Medium,Low,Senior,Low,'Medium Sales'
'Traditional Wear','Louis Vuitton',Jumpsuit,L,Purple,All-Season,Medium,High,High,Elder,High,'Medium Sales'
Athleisure,Levi’s,Dress,XXL,Pink,Summer,Medium,Medium,Low,Adult,High,'Medium Sales'
Athleisure,Balenciaga,Jacket,L,Black,Winter,Medium,High,Low,Adult,Low,'Medium Sales'
Bottoms,Diesel,Jumpsuit,XXL,Black,Summer,Medium,High,High,Senior,High,'Medium Sales'
Outerwear,Levi’s,T-Shirt,S,Black,Summer,Medium,High,High,Senior,Low,'Medium Sales'
Athleisure,H&M,'Polo Shirt',XL,Black,All-Season,Medium,Medium,High,Elder,Medium,'Medium Sales'
Bottoms,GAP,Palazzo,M,Green,All-Season,Medium,High,Low,Teen,Medium,'Medium Sales'
Outerwear,Uniqlo,Shorts,M,Yellow,All-Season,Medium,High,High,Teen,Low,'Medium Sales'
Bottoms,GAP,Dress,XXL,Red,All-Season,Medium,High,Medium,Senior,High,'Medium Sales'
Outerwear,Diesel,'Track Pants',XXL,Yellow,Winter,Medium,Medium,High,Adult,Low,'Medium Sales'
Athleisure,Reebok,Trousers,XL,Green,Winter,High,Medium,High,Adult,High,'Medium Sales'
Outerwear,Zara,Leggings,XXL,Yellow,Summer,Medium,Medium,Medium,Adult,Medium,'Medium Sales'
'Traditional Wear',Versace,'Polo Shirt',L,Red,Summer,Medium,Medium,Low,Senior,High,'Medium Sales'
Athleisure,Wrangler,T-Shirt,L,Red,Winter,Medium,Medium,Medium,Teen,Low,'Medium Sales'
'Traditional Wear',Zara,Jumpsuit,S,White,Summer,Medium,High,Medium,Adult,Medium,'Medium Sales'
Athleisure,Zara,Saree,M,Purple,All-Season,Medium,Medium,Low,Adult,Low,'Medium Sales'
Athleisure,Wrangler,Sweatshirt,S,Black,All-Season,Medium,Medium,Low,Adult,Medium,'Medium Sales'
Outerwear,Balenciaga,Blazer,S,Black,Winter,Medium,High,Medium,Senior,High,'Medium Sales'
Athleisure,Puma,Kurta,XXL,Yellow,Winter,Medium,High,High,Senior,Medium,'Medium Sales'
Tops,Gucci,Jacket,L,Blue,Winter,Medium,High,Low,Adult,Low,'Medium Sales'
Outerwear,Balenciaga,Hoodie,M,Green,All-Season,Medium,Medium,Low,Elder,Low,'Medium Sales'
'Traditional Wear','Forever 21',T-Shirt,S,Pink,All-Season,Medium,High,High,Adult,Low,'Medium Sales'
Athleisure,Diesel,'Formal Shirt',M,Pink,All-Season,Medium,High,High,Adult,High,'Medium Sales'
Tops,GAP,Palazzo,XL,Pink,All-Season,Medium,Medium,Medium,Teen,Low,'Medium Sales'
'Traditional Wear',Gucci,Trousers,XL,White,Summer,Medium,Medium,Medium,Senior,Medium,'Medium Sales'
Bottoms,Gucci,Kurta,M,Blue,Summer,Medium,Medium,High,Teen,Low,'Medium Sales'
Athleisure,'Ralph Lauren',T-Shirt,L,Yellow,Summer,Medium,Medium,Low,Adult,High,'Medium Sales'
'Traditional Wear',Gucci,Leggings,M,Pink,Winter,Medium,High,High,Adult,High,'Medium Sales'
Athleisure,H&M,'Polo Shirt',XXL,Pink,All-Season,Medium,Medium,Low,Senior,Medium,'Medium Sales'
Athleisure,Uniqlo,Jumpsuit,XXL,Black,All-Season,Medium,High,Low,Teen,High,'Medium Sales'
'Traditional Wear','Forever 21',Sweatshirt,M,Purple,Winter,High,Medium,High,Elder,Low,'Medium Sales'
Tops,Adidas,Jeans,S,Green,Summer,High,High,High,Elder,High,'Medium Sales'
Tops,'Under Armour','Track Pants',M,Pink,Summer,Medium,High,High,Teen,Medium,'Medium Sales'
'Traditional Wear',Zara,Skirt,XXL,Green,Winter,Medium,Medium,High,Senior,Low,'Medium Sales'
Bottoms,'Forever 21',Kurta,L,Green,Summer,Medium,High,High,Adult,High,'Medium Sales'
Tops,'Under Armour',Skirt,XL,Red,Summer,Medium,High,High,Adult,Low,'Medium Sales'
Tops,Adidas,Dress,M,Blue,Winter,Medium,Medium,Low,Senior,Low,'Medium Sales'
Outerwear,Adidas,Tops,S,Yellow,Summer,Medium,High,Low,Teen,Medium,'Medium Sales'
Tops,Wrangler,'Casual Shirt',XXL,Black,Summer,Medium,Medium,High,Senior,Low,'Medium Sales'
Athleisure,'Ralph Lauren',Blazer,M,White,All-Season,Medium,High,Low,Elder,Low,'Medium Sales'
'Traditional Wear','Calvin Klein',Blazer,XXL,White,Winter,Medium,Medium,High,Senior,High,'Medium Sales'
Bottoms,'Tommy Hilfiger','Casual Shirt',S,Blue,All-Season,Medium,High,Medium,Adult,Low,'Medium Sales'
Athleisure,Gucci,T-Shirt,S,Pink,Winter,Medium,High,Low,Adult,High,'Medium Sales'
'Traditional Wear',H&M,'Track Pants',M,Yellow,Winter,Medium,Medium,High,Adult,Low,'Medium Sales'
'Traditional Wear',Adidas,Sweatshirt,XL,Yellow,All-Season,Medium,High,High,Teen,High,'Medium Sales'
Athleisure,GAP,Sweatshirt,XXL,Pink,Summer,Medium,High,Medium,Senior,High,'Medium Sales'
Outerwear,Puma,Jacket,M,Black,Winter,Medium,High,Low,Adult,Low,'Medium Sales'
Tops,Nike,Jacket,L,Purple,All-Season,Medium,High,High,Adult,Low,'Medium Sales'
Outerwear,Uniqlo,T-Shirt,L,Purple,Summer,Medium,High,Low,Senior,Medium,'Medium Sales'
Tops,Adidas,Hoodie,XXL,Red,All-Season,Medium,High,Medium,Elder,Low,'Medium Sales'
Outerwear,'Louis Vuitton',Leggings,M,Blue,All-Season,Medium,High,High,Elder,Low,'Medium Sales'
Athleisure,'Louis Vuitton',Jumpsuit,XXL,White,Winter,Low,Medium,High,Teen,Low,'Medium Sales'
'Traditional Wear','Ralph Lauren',Tops,XL,Yellow,Winter,Medium,High,Medium,Senior,High,'Medium Sales'
'Traditional Wear',Versace,Blazer,XXL,Black,Winter,Medium,High,High,Elder,High,'Medium Sales'
Bottoms,Zara,Skirt,S,White,Winter,Medium,Medium,Low,Elder,Low,'Medium Sales'
Tops,'Louis Vuitton',Shorts,M,Yellow,Summer,Medium,High,Low,Adult,High,'Medium Sales'
Outerwear,Adidas,Dress,M,Purple,All-Season,Medium,Medium,Low,Adult,High,'Medium Sales'
Outerwear,Uniqlo,'Casual Shirt',L,White,Summer,Medium,Medium,Medium,Elder,Low,'Medium Sales'
Outerwear,Zara,Sweatshirt,L,Purple,Summer,Medium,Medium,High,Teen,High,'Medium Sales'
Outerwear,Versace,Kurta,S,Yellow,Summer,Medium,Medium,Low,Senior,High,'Medium Sales'
Athleisure,H&M,'Polo Shirt',M,Blue,All-Season,Medium,Medium,Medium,Teen,Low,'Medium Sales'
Athleisure,Gucci,Skirt,XXL,Green,Summer,Medium,Medium,Low,Adult,Low,'Medium Sales'
'Traditional Wear',Wrangler,'Formal Shirt',L,Orange,Summer,Medium,High,Medium,Adult,Low,'Medium Sales'
Outerwear,GAP,Sweatshirt,L,Red,Winter,Medium,Medium,Low,Senior,Low,'Medium Sales'
Athleisure,Wrangler,'Casual Shirt',XL,White,All-Season,Medium,High,Low,Teen,Low,'Medium Sales'
Athleisure,Zara,Kurta,S,Purple,All-Season,Medium,High,Medium,Teen,Low,'Medium Sales'
Athleisure,H&M,T-Shirt,L,Purple,Winter,Medium,Medium,Medium,Senior,High,'Medium Sales'
Athleisure,Versace,'Track Pants',M,Pink,All-Season,Medium,High,Medium,Elder,Medium,'Medium Sales'
'Traditional Wear',Puma,'Formal Shirt',XXL,Yellow,Summer,Medium,Medium,Medium,Teen,High,'Medium Sales'
Outerwear,'Forever 21',Shorts,XL,Black,Summer,Medium,High,High,Senior,Low,'Medium Sales'
Tops,H&M,Blazer,XL,White,Summer,Medium,Medium,High,Senior,Medium,'Medium Sales'
Bottoms,'Ralph Lauren',Dress,XL,Pink,Winter,Medium,Medium,Low,Adult,High,'Medium Sales'
Bottoms,Reebok,Kurta,S,Pink,Summer,Medium,Medium,High,Senior,Low,'Medium Sales'
Bottoms,H&M,Palazzo,XL,Orange,Summer,Medium,High,High,Adult,Low,'Medium Sales'
Athleisure,Diesel,Jacket,XXL,Blue,Summer,Medium,High,Low,Senior,Medium,'Medium Sales'
'Traditional Wear',Diesel,'Polo Shirt',XXL,Black,Summer,Medium,High,High,Elder,Medium,'Medium Sales'
Tops,'Tommy Hilfiger',Jumpsuit,XXL,Blue,Summer,Medium,High,Low,Elder,High,'Medium Sales'
Tops,Versace,Hoodie,L,White,Summer,Medium,Medium,High,Elder,High,'Medium Sales'
Outerwear,'Under Armour',Shorts,S,Purple,Summer,Medium,Low,Low,Teen,Low,'Medium Sales'
Outerwear,H&M,Jumpsuit,XXL,Orange,Summer,Medium,Medium,Medium,Senior,Low,'Medium Sales'
Bottoms,Zara,'Polo Shirt',M,Pink,Summer,Low,High,Medium,Teen,High,'Medium Sales'
Athleisure,'Calvin Klein','Formal Shirt',L,Red,Summer,Medium,High,High,Adult,Medium,'Medium Sales'
Outerwear,Diesel,Sweatshirt,XXL,Black,All-Season,Medium,High,Medium,Elder,Low,'Medium Sales'
Bottoms,Uniqlo,Jeans,L,Orange,Winter,Medium,Medium,High,Adult,High,'Medium Sales'
Bottoms,GAP,'Track Pants',S,Purple,Summer,Medium,High,Medium,Adult,Medium,'Medium Sales'
Tops,GAP,Tops,M,Blue,All-Season,Medium,Medium,Low,Adult,Low,'Medium Sales'
'Traditional Wear',Versace,Kurta,XL,Red,Winter,Medium,Medium,Medium,Teen,Low,'Medium Sales'
Tops,Versace,T-Shirt,XXL,Blue,All-Season,Medium,Medium,Medium,Elder,Low,'Medium Sales'
Athleisure,'Louis Vuitton',Jumpsuit,M,Orange,Winter,Medium,High,Medium,Senior,Low,'Medium Sales'
Athleisure,'Forever 21','Track Pants',M,Yellow,All-Season,Medium,High,Medium,Teen,Low,'Medium Sales'
Tops,H&M,'Formal Shirt',L,Pink,Summer,Medium,High,Low,Senior,High,'Medium Sales'
Athleisure,Zara,Dress,M,White,All-Season,Medium,High,Medium,Senior,Medium,'Medium Sales'
Athleisure,'Under Armour',Blazer,XXL,Green,Winter,Medium,Medium,Medium,Adult,High,'Medium Sales'
Outerwear,Adidas,Jeans,S,White,Summer,Medium,High,High,Senior,Low,'Medium Sales'
Outerwear,Uniqlo,Hoodie,L,Blue,Summer,Medium,High,Medium,Senior,Low,'Medium Sales'
Bottoms,'Ralph Lauren',Palazzo,XXL,Pink,All-Season,Medium,Medium,High,Adult,High,'Medium Sales'
Bottoms,Nike,Jacket,XL,Red,All-Season,Medium,Medium,High,Teen,Low,'Medium Sales'
Athleisure,Nike,Shorts,S,Yellow,All-Season,Medium,High,Medium,Adult,Low,'Medium Sales'
Athleisure,Puma,Skirt,M,Blue,Winter,Medium,Medium,Medium,Teen,Low,'Medium Sales'
Outerwear,'Louis Vuitton',Saree,M,Blue,Winter,Medium,Medium,High,Adult,High,'Medium Sales'
Athleisure,'Calvin Klein','Casual Shirt',XXL,Red,All-Season,Medium,High,Medium,Elder,High,'Medium Sales'
Tops,'Ralph Lauren',Palazzo,XL,Pink,All-Season,Medium,Medium,High,Adult,Low,'Medium Sales'
Athleisure,Gucci,Trousers,XXL,Red,Summer,Medium,High,Medium,Senior,Low,'Medium Sales'
'Traditional Wear','Ralph Lauren','Polo Shirt',S,Orange,Winter,Medium,High,Medium,Adult,Medium,'Medium Sales'
Athleisure,'Under Armour',Leggings,M,Green,Winter,Medium,Medium,Medium,Teen,Medium,'Medium Sales'
Outerwear,Diesel,Blazer,L,White,Summer,Medium,Medium,Medium,Elder,Medium,'Medium Sales'
Tops,GAP,Dress,S,Orange,Summer,Medium,Medium,High,Adult,High,'Medium Sales'
Outerwear,'Louis Vuitton',Leggings,XXL,Yellow,Winter,Medium,High,Low,Teen,High,'Medium Sales'
Outerwear,Levi’s,'Track Pants',L,Blue,All-Season,Medium,High,Low,Adult,Low,'Medium Sales'
Outerwear,'Louis Vuitton',Leggings,S,Yellow,Summer,Medium,'Very High',High,Teen,Low,'Medium Sales'
Tops,'Calvin Klein','Casual Shirt',XL,Red,Winter,Medium,Medium,Medium,Senior,High,'Medium Sales'
Athleisure,H&M,'Casual Shirt',L,Pink,Summer,Medium,Medium,High,Teen,High,'Medium Sales'
Bottoms,H&M,Dress,S,Green,Summer,Medium,Medium,Medium,Adult,Medium,'Medium Sales'
'Traditional Wear',Zara,Jeans,XXL,Orange,Winter,Medium,Medium,Low,Adult,Medium,'Medium Sales'
'Traditional Wear',Versace,Tops,S,Blue,Summer,Medium,High,High,Teen,Medium,'Medium Sales'
Bottoms,Balenciaga,Trousers,L,Orange,Summer,High,Medium,Medium,Teen,Medium,'Medium Sales'
'Traditional Wear',Wrangler,Trousers,XL,Yellow,Winter,Medium,'Very High',Medium,Elder,Low,'Medium Sales'
Athleisure,Diesel,'Casual Shirt',XXL,Orange,All-Season,High,Medium,Low,Elder,Medium,'Medium Sales'
Athleisure,Nike,Skirt,M,Orange,Summer,Medium,High,High,Senior,Medium,'Medium Sales'
Tops,Reebok,Sweatshirt,XXL,Red,Summer,Medium,High,High,Adult,Low,'Medium Sales'
'Traditional Wear','Ralph Lauren',Blazer,XL,Blue,Winter,Medium,Medium,High,Adult,Medium,'Medium Sales'
Bottoms,Adidas,Shorts,M,White,Winter,Medium,Medium,High,Elder,Medium,'Medium Sales'
'Traditional Wear',Diesel,Sweatshirt,S,Orange,All-Season,Medium,High,Medium,Teen,High,'Medium Sales'
Outerwear,Gucci,Jacket,XXL,Blue,All-Season,Medium,Medium,Medium,Teen,Low,'Medium Sales'
Outerwear,Adidas,Sweatshirt,XXL,Orange,All-Season,Medium,High,High,Teen,Low,'Medium Sales'
Outerwear,'Under Armour',Jeans,M,Yellow,Winter,High,Medium,Low,Senior,High,'Medium Sales'
Outerwear,'Ralph Lauren',Kurta,XL,Red,Winter,Medium,High,Medium,Senior,Medium,'Medium Sales'
'Traditional Wear','Calvin Klein',Jacket,XXL,Blue,All-Season,Medium,Medium,High,Teen,High,'Medium Sales'
Athleisure,Gucci,'Formal Shirt',XL,Red,Winter,Medium,High,High,Teen,Medium,'Medium Sales'
Athleisure,Balenciaga,'Polo Shirt',XXL,Green,All-Season,Medium,Medium,Medium,Elder,Low,'Medium Sales'
Outerwear,'Louis Vuitton',Dress,S,Red,Summer,Medium,Medium,Low,Senior,Low,'Medium Sales'
'Traditional Wear','Calvin Klein',T-Shirt,S,White,Summer,Medium,High,High,Senior,Low,'Medium Sales'
Tops,'Tommy Hilfiger',Blazer,L,Orange,All-Season,Medium,Medium,Medium,Elder,High,'Medium Sales'
'Traditional Wear',Gucci,Sweatshirt,L,Black,Summer,Medium,High,High,Adult,High,'Medium Sales'
Tops,Puma,Jumpsuit,S,White,Summer,Medium,High,Medium,Senior,Low,'Medium Sales'
Tops,Uniqlo,Dress,L,Purple,All-Season,High,Medium,High,Senior,Medium,'Medium Sales'
'Traditional Wear',Versace,Hoodie,S,Pink,All-Season,Low,High,High,Elder,High,'Medium Sales'
Athleisure,Nike,'Formal Shirt',XL,Yellow,Winter,Medium,Medium,Low,Teen,Low,'Medium Sales'
Tops,'Louis Vuitton',Tops,S,Red,All-Season,Medium,High,Medium,Elder,Medium,'Medium Sales'
Outerwear,Nike,Leggings,XL,Black,All-Season,Medium,High,Low,Adult,Low,'Medium Sales'
Outerwear,Diesel,Jeans,M,Pink,Summer,Low,High,Low,Elder,Low,'Medium Sales'
'Traditional Wear',Adidas,'Polo Shirt',L,Pink,All-Season,Low,Medium,Medium,Elder,High,'Medium Sales'
Tops,'Forever 21',Palazzo,S,Blue,Summer,Medium,Medium,Medium,Senior,Low,'Medium Sales'
'Traditional Wear',Reebok,Tops,XXL,Purple,Winter,Medium,Medium,Low,Senior,Medium,'Medium Sales'
'Traditional Wear',Zara,'Track Pants',XXL,Green,All-Season,Medium,High,High,Adult,Medium,'Medium Sales'
Outerwear,Levi’s,Kurta,M,Blue,All-Season,Medium,High,Medium,Senior,Medium,'Medium Sales'
Tops,'Forever 21',Trousers,M,White,Winter,Medium,High,Medium,Teen,High,'Medium Sales'
Athleisure,Wrangler,Leggings,M,Blue,Summer,Medium,High,Low,Adult,Low,'Medium Sales'
Outerwear,Uniqlo,Leggings,S,Orange,Summer,Medium,High,High,Elder,High,'Medium Sales'
Athleisure,Puma,Palazzo,XXL,Yellow,All-Season,Medium,High,Low,Senior,Low,'Medium Sales'
Bottoms,Adidas,Sweatshirt,XL,Green,Winter,Medium,High,Low,Senior,Medium,'Medium Sales'
Athleisure,H&M,Jumpsuit,L,Purple,All-Season,Medium,Medium,Medium,Elder,Medium,'Medium Sales'
Athleisure,'Under Armour',Blazer,M,Red,All-Season,Medium,High,Low,Senior,High,'Medium Sales'
'Traditional Wear','Forever 21',Dress,M,White,Summer,Medium,Low,Low,Senior,Medium,'Medium Sales'
'Traditional Wear',Diesel,Shorts,XXL,White,All-Season,Medium,High,Low,Teen,Medium,'Medium Sales'
Bottoms,'Calvin Klein',Jacket,L,Orange,All-Season,Medium,High,High,Teen,High,'Medium Sales'
'Traditional Wear',Puma,Leggings,XXL,Pink,Summer,Medium,Medium,Low,Adult,High,'Medium Sales'
Athleisure,Levi’s,Blazer,S,Black,Winter,Medium,High,Low,Adult,High,'Medium Sales'
Tops,Levi’s,T-Shirt,S,Pink,Summer,Medium,Medium,Medium,Elder,Medium,'Medium Sales'
'Traditional Wear','Calvin Klein',Hoodie,L,Pink,Summer,High,Medium,Medium,Senior,Medium,'Medium Sales'
Athleisure,Levi’s,'Casual Shirt',M,Red,Summer,Medium,High,High,Senior,Low,'Medium Sales'
Athleisure,'Under Armour',Sweatshirt,XXL,Green,Winter,Medium,High,High,Elder,Low,'Medium Sales'
Tops,Puma,'Track Pants',M,Orange,Summer,Medium,High,Low,Elder,Medium,'Medium Sales'
Athleisure,Nike,Leggings,S,Red,Summer,Medium,Medium,Low,Elder,Medium,'Medium Sales'
Outerwear,GAP,Leggings,XXL,Orange,All-Season,Medium,High,Medium,Senior,Low,'Medium Sales'
Tops,Diesel,Palazzo,S,Green,Winter,Medium,High,Medium,Teen,Medium,'Medium Sales'
'Traditional Wear',Reebok,T-Shirt,S,Blue,All-Season,High,Medium,High,Elder,High,'Medium Sales'
Outerwear,Puma,T-Shirt,XXL,Red,Summer,Medium,High,Low,Senior,High,'Medium Sales'
Tops,'Louis Vuitton',Saree,XXL,Pink,Winter,Medium,High,Medium,Teen,Low,'Medium Sales'
'Traditional Wear',Puma,Tops,XL,Yellow,All-Season,Medium,High,Medium,Senior,Low,'Medium Sales'
Outerwear,Versace,'Track Pants',XXL,Red,Winter,Medium,Medium,Low,Adult,Medium,'Medium Sales'
'Traditional Wear','Louis Vuitton','Casual Shirt',L,Black,Winter,Medium,Medium,High,Adult,Low,'Medium Sales'
Athleisure,'Forever 21',Skirt,XXL,Purple,Winter,Medium,High,High,Elder,Low,'Medium Sales'
Outerwear,'Forever 21',Blazer,M,White,Summer,High,Medium,Low,Teen,High,'Medium Sales'
Outerwear,GAP,Jumpsuit,M,Green,All-Season,Medium,High,Low,Elder,Medium,'Medium Sales'
'Traditional Wear',Reebok,T-Shirt,XXL,Yellow,Summer,Medium,High,Medium,Teen,Medium,'Medium Sales'
Athleisure,GAP,Blazer,XXL,Yellow,All-Season,Medium,Medium,Medium,Elder,Medium,'Medium Sales'
'Traditional Wear',Uniqlo,Hoodie,XL,Red,Winter,Medium,High,Low,Teen,High,'Medium Sales'
Athleisure,'Under Armour',Palazzo,XXL,Orange,All-Season,High,Medium,High,Senior,Medium,'Medium Sales'
Athleisure,Gucci,Jeans,M,Red,Winter,Medium,High,Low,Elder,Medium,'Medium Sales'
'Traditional Wear',Puma,Saree,XXL,Pink,All-Season,Medium,Medium,Low,Elder,Low,'Medium Sales'
'Traditional Wear',Adidas,Skirt,L,Black,All-Season,Low,High,Low,Senior,Medium,'Medium Sales'
'Traditional Wear',Wrangler,Shorts,M,Blue,Summer,Medium,High,High,Teen,High,'Medium Sales'
